text,video_url,created_at,fecha,likes,respuestas,_origen,fuente,text_clean,emojis
❤Ansiedad😂🥰❤,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 19:48:01+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Ansiedad,❤ 😂🥰❤
ama tu grupo de WhatsApp,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 19:49:09+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,ama tu grupo de WhatsApp,
"😂 soy 87, pero parezco un 2010... me desmayo con una aguja! 😂",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 19:55:27+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"soy 87, pero parezco un 2010... me desmayo con una aguja!",😂 😂
yo me desmaye porque no me comí el lunch que te dan 🤣🥺,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 18:01:11+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo me desmaye porque no me comí el lunch que te dan,🤣🥺
pronto iré a hacerlo sin duda💯💯💯👍,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 19:19:33+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,pronto iré a hacerlo sin duda,💯💯💯👍
eres un crack 😂,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 19:12:40+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,eres un crack,😂
😅😅😅😅😅no puedo yo dono sangre . 👌,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 18:51:34+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,no puedo yo dono sangre .,😅😅😅😅😅 👌
Estemos donde estemos…cualquier día del año…donemos sangre…salvemos vidas…saludos desde Perú,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 18:24:54+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Estemos donde estemos…cualquier día del año…donemos sangre…salvemos vidas…saludos desde Perú,
Bravo,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 18:55:40+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Bravo,
Admiro como describes las generaciones con sus reacciones ante cada situación 👏👏👏,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 19:07:08+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Admiro como describes las generaciones con sus reacciones ante cada situación,👏👏👏
Eres un gran actor con mucha originalidad.,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 18:51:08+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Eres un gran actor con mucha originalidad.,
Muy importante !!!!❤️❤️,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 13:18:14+00:00,2024-04-13,31,1,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Muy importante !!!!,❤️❤️
😂soy la última jeje...,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 01:32:13+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,soy la última jeje...,😂
Yo he querido donar y me ponen pegas por el peso .,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-05-17 09:36:43+00:00,2024-05-17,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Yo he querido donar y me ponen pegas por el peso .,
"españoles así que cueros, pero pienso en pique y se me olvida hasta la donación",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-20 14:01:37+00:00,2024-04-20,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"españoles así que cueros, pero pienso en pique y se me olvida hasta la donación",
😂😂😂😂😂😂😂,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-22 12:22:26+00:00,2024-04-22,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😂😂😂😂😂😂😂
pues ya desmayado se le puede sacar la sangre jajajajajaa,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-23 04:44:05+00:00,2024-04-23,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,pues ya desmayado se le puede sacar la sangre jajajajajaa,
💗,https://www.tiktok.com/@nachter/video/7357337111676079392,2025-02-16 13:48:41+00:00,2025-02-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,💗
Salvas vidas 😁,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 13:36:58+00:00,2024-04-13,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Salvas vidas,😁
"tambien se deberia de tocar mas el tema de la donacion de organos , 1 cuerpo podria salvar varias vidas 💖",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-19 20:58:18+00:00,2024-04-19,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"tambien se deberia de tocar mas el tema de la donacion de organos , 1 cuerpo podria salvar varias vidas",💖
saben por qué son así ahora no?,https://www.tiktok.com/@nachter/video/7357337111676079392,2025-02-07 21:53:39+00:00,2025-02-07,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,saben por qué son así ahora no?,
🙈,https://www.tiktok.com/@nachter/video/7357337111676079392,2025-02-15 15:08:57+00:00,2025-02-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,🙈
los de los 80 no le darían gratis nada a nadie,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 20:05:53+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,los de los 80 no le darían gratis nada a nadie,
😂😂😂😂😂,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 13:20:47+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😂😂😂😂😂
👍🏻👍🏻👍🏻👍🏻👍🏻👏👏👏👏👏,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 14:36:40+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,👍🏻👍🏻👍🏻👍🏻👍🏻👏👏👏👏👏
me encantaría donar pero hay que cumplir requisitos,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 07:42:36+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,me encantaría donar pero hay que cumplir requisitos,
yo quiero donar pero le tengo fobia a las agujas 🥲,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 05:20:14+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo quiero donar pero le tengo fobia a las agujas,🥲
😂😂😂eres estupendo... 😳😳ansiedad!!!!,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 05:02:12+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,eres estupendo... ansiedad!!!!,😂😂😂 😳😳
Jajajaja,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 02:24:32+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Jajajaja,
Exactamente así es!!!,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 02:30:44+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Exactamente así es!!!,
"en tres ocasiones quise donar sangre para personas hospitalizadas pero tengo plaquetas bajas, el sig...😞",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 03:44:13+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"en tres ocasiones quise donar sangre para personas hospitalizadas pero tengo plaquetas bajas, el sig...",😞
excelente,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 01:42:20+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,excelente,
yo fui donante mucho tiempo,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 00:39:26+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo fui donante mucho tiempo,
Jaja la de veses que he visto una aguja,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 01:20:21+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Jaja la de veses que he visto una aguja,
alguien con 14 años puede donar sangre en España porque acá en Argentina no solo mayores de 18,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 00:09:21+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,alguien con 14 años puede donar sangre en España porque acá en Argentina no solo mayores de 18,
Totalmente de acuerdo,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 22:23:57+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Totalmente de acuerdo,
yo tenía toda la voluntad de donar y no me dejaron porque tenía una cirugía del corazón :'v,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 22:38:45+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo tenía toda la voluntad de donar y no me dejaron porque tenía una cirugía del corazón :'v,
"no puedo donar, nunca llego con el peso minimo🥺😭",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 22:09:41+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"no puedo donar, nunca llego con el peso minimo",🥺😭
espectacular,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 22:25:56+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,espectacular,
Excelente 👏👏👏👏,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 22:02:01+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Excelente,👏👏👏👏
"TIENES RAZON, QUE CARA TAN ESPECIAL Y GRACIOSA Q TIENES. GRACIAS",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 22:55:15+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"TIENES RAZON, QUE CARA TAN ESPECIAL Y GRACIOSA Q TIENES. GRACIAS",
"Si algún día voy a Valencia, me encantaría conocerlo🤗👍",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 22:37:48+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"Si algún día voy a Valencia, me encantaría conocerlo",🤗👍
yo soy donante de sangre y de organos🌸🌸🌸,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 21:53:34+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo soy donante de sangre y de organos,🌸🌸🌸
para que? para que hagan negocio con mi sangre? paso,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 13:56:02+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,para que? para que hagan negocio con mi sangre? paso,
😄😆😅,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 16:40:05+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😄😆😅
✨✨✨,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 16:59:42+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,✨✨✨
🤣🤣🤣🤣🤣,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 11:59:53+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,🤣🤣🤣🤣🤣
si está desmayado es más fácil sacarle la sangre,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 12:35:02+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,si está desmayado es más fácil sacarle la sangre,
👍👍👍👏👏👏,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 12:35:29+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,👍👍👍👏👏👏
♥️♥️♥️♥️,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 18:34:15+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,♥️♥️♥️♥️
"soy la que jamás se ha dejado ni se dejará sacar sangre nunca. Antes me muero, tampoco quiero sangre de nadie. Cuestiones personales, anulo cualquier maldición y que vuelva a quien las eche X 1000",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 20:29:34+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"soy la que jamás se ha dejado ni se dejará sacar sangre nunca. Antes me muero, tampoco quiero sangre de nadie. Cuestiones personales, anulo cualquier maldición y que vuelva a quien las eche X 1000",
😆😂😅😄😂,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 20:59:21+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😆😂😅😄😂
a mí me saldo la vida,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-17 01:13:03+00:00,2024-04-17,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,a mí me saldo la vida,
"He donado sagre y plaquetas varias veces, me parece completamente ridículo el miedo que le tiene la gente a las agujas. 🙄",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 20:57:52+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"He donado sagre y plaquetas varias veces, me parece completamente ridículo el miedo que le tiene la gente a las agujas.",🙄
que tiene este con los de 2010,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 21:46:07+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,que tiene este con los de 2010,
😈😈😈,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 21:48:04+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😈😈😈
👏👏,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 21:59:38+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,👏👏
💕,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 22:22:33+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,💕
Jajaj ya extrañaba a ANCIEDAD 🤣🤣🤣,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 01:28:09+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Jajaj ya extrañaba a ANCIEDAD,🤣🤣🤣
♥️♥️♥️,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 02:40:05+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,♥️♥️♥️
ansiedad!!!! 🤣🤣🤣🤣🤣🤣,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 02:57:32+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,ansiedad!!!!,🤣🤣🤣🤣🤣🤣
👌❤️,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 07:12:58+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,👌❤️
😅😅😅😅,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 05:58:20+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😅😅😅😅
💯💪👏,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 04:21:39+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,💯💪👏
😳😳😳,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 23:13:03+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😳😳😳
😅😅😅,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 23:37:31+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😅😅😅
😎😎😎,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 23:37:56+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😎😎😎
👏👏👏👏👏👏👏,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 23:09:43+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,👏👏👏👏👏👏👏
👍🏻,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 21:53:01+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,👍🏻
👏👏👏👏😍😍,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 21:23:23+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,👏👏👏👏😍😍
👀👀👀👀,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 21:34:50+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,👀👀👀👀
🥰🥰🥰🥰🥰,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-18 11:56:02+00:00,2024-04-18,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,🥰🥰🥰🥰🥰
❤️,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-19 00:24:08+00:00,2024-04-19,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,❤️
❤️❤️❤️,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-19 04:48:57+00:00,2024-04-19,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,❤️❤️❤️
ansiedad 😂😂😂😂 sabía 🤣🤣🤣,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-19 05:13:00+00:00,2024-04-19,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,ansiedad sabía,😂😂😂😂 🤣🤣🤣
"Yo quiero donar sangre pero mis papás no quieren😭😭
Me llenaron de miedo de que si dono voy a engordar como cerdo",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-17 16:28:43+00:00,2024-04-17,0,1,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Yo quiero donar sangre pero mis papás no quieren Me llenaron de miedo de que si dono voy a engordar como cerdo,😭😭
😂🤣😂🤣😂🤣,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-17 05:50:15+00:00,2024-04-17,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😂🤣😂🤣😂🤣
🤣🤣👌👌👌👌,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-17 14:07:23+00:00,2024-04-17,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,🤣🤣👌👌👌👌
😃😃😃😃😃,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-17 15:57:38+00:00,2024-04-17,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😃😃😃😃😃
extrañaba mucho el ansiedad😂,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-17 17:30:09+00:00,2024-04-17,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,extrañaba mucho el ansiedad,😂
😂😂😂😂 super,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 20:55:36+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,super,😂😂😂😂
ansiedad 😂❤️,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 21:09:17+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,ansiedad,😂❤️
siempre doné mientras mi edad me lo permitió ❤️,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 21:09:48+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,siempre doné mientras mi edad me lo permitió,❤️
Estoy de acuerdo,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 20:53:15+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Estoy de acuerdo,
te quiero 🥰,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 21:35:06+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,te quiero,🥰
😍😍😍😍😍,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 17:03:10+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😍😍😍😍😍
💪💪💪,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 12:27:18+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,💪💪💪
❤❤❤,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 14:05:46+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,❤❤❤
😂😂👏👏🥰,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 10:38:51+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😂😂👏👏🥰
si tan bien mi mamá me lo dijo pero el medico me dijo que es un mito,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-18 05:59:09+00:00,2024-04-18,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,si tan bien mi mamá me lo dijo pero el medico me dijo que es un mito,
🤣🤣🤣🤣🤣ay que me parto cada vez que se cae engarrotado y se quiebra 🤣🤣🤣🤣,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-18 01:07:03+00:00,2024-04-18,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,ay que me parto cada vez que se cae engarrotado y se quiebra,🤣🤣🤣🤣🤣 🤣🤣🤣🤣
no es bueno donar ..😏,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-18 08:16:22+00:00,2024-04-18,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,no es bueno donar ..,😏
ansiedad 😂😂😂😂🤣🤣🤣,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 16:15:05+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,ansiedad,😂😂😂😂🤣🤣🤣
lo malo es que no puedo donar sangre por mi enfermedad,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 16:32:47+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,lo malo es que no puedo donar sangre por mi enfermedad,
son dos???😂😂😂😂😂,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 16:47:17+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,son dos???,😂😂😂😂😂
"en México donar es una pesadilla por la burocracia, al menos en las instalaciones públicas a las que voy, desalienta a todos a ayudar.",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 16:53:48+00:00,2024-04-13,0,1,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"en México donar es una pesadilla por la burocracia, al menos en las instalaciones públicas a las que voy, desalienta a todos a ayudar.",
aaa pero a mí me votan 🤔🤔,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 15:30:14+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,aaa pero a mí me votan,🤔🤔
osea me mareo cuando me sacan la aguja de sacar un bote que es mas fina imaginate con esa que es mas gorda..,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 15:07:04+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,osea me mareo cuando me sacan la aguja de sacar un bote que es mas fina imaginate con esa que es mas gorda..,
"jaja yo un día fui a donar, pero me desmayo y me dijo la doctora que mejor dijera que no podia.",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 15:12:29+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"jaja yo un día fui a donar, pero me desmayo y me dijo la doctora que mejor dijera que no podia.",
@M,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 15:13:33+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,@M,
de los 80 y con mi carné de donante desde los 18😁,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 15:24:41+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,de los 80 y con mi carné de donante desde los 18,😁
y yo que quiero donar no puedo 🥺,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 15:31:35+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,y yo que quiero donar no puedo,🥺
@Valentina A ¡★! @𝙿𝚒𝚎𝚛𝚒𝚗𝚊 👸🏽,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 05:15:40+00:00,2024-04-15,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,@Valentina A ¡ ! @,★ 𝙿𝚒𝚎𝚛𝚒𝚗𝚊 👸🏽
😁😁😁,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 19:19:44+00:00,2024-04-14,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😁😁😁
