text,video_url,created_at,fecha,likes,respuestas,_origen,fuente,text_clean,emojis
¿A+ rara? pero si es de las mas comunes,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 08:12:39+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,¿A+ rara? pero si es de las mas comunes,
"no pasa, y en todo caso, aunque sean pillos, ayudas a alguien igualmente, piénsalo 🙏",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 12:15:12+00:00,2024-04-15,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"no pasa, y en todo caso, aunque sean pillos, ayudas a alguien igualmente, piénsalo",🙏
En España a partir de los 18.,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-17 16:30:35+00:00,2024-04-17,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,En España a partir de los 18.,
Gracias,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 02:09:33+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Gracias,
con permiso de tus padres desde 16,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 00:34:06+00:00,2024-04-14,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,con permiso de tus padres desde 16,
18 años donar,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 22:15:58+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,18 años donar,
encontraba la causa,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 16:33:38+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,encontraba la causa,
si se puede después de 4 meses,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-06-13 13:07:05+00:00,2024-06-13,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,si se puede después de 4 meses,
Claro.,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 21:06:10+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Claro.,
Tienes que esperar X meses desde el más reciente,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 17:02:37+00:00,2024-04-13,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Tienes que esperar X meses desde el más reciente,
Si,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 13:37:50+00:00,2024-04-13,3,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Si,
yo tengo tatuajes y soy donante 👍🏻,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 13:24:30+00:00,2024-04-13,3,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo tengo tatuajes y soy donante,👍🏻
"si está recién hecho no, como dice después de cuatro meses o más ya puedes donar",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 13:21:19+00:00,2024-04-13,8,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"si está recién hecho no, como dice después de cuatro meses o más ya puedes donar",
SIEMPRE QUE VOY A LABORATORIO LA DOCTORAAPROVECHA PARA PEDIR SANGRE.. Y SOLO LE DIGO ESTOY ESPERANDO QUE LA COMPREN PARA VENDERLA,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 17:39:34+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,SIEMPRE QUE VOY A LABORATORIO LA DOCTORAAPROVECHA PARA PEDIR SANGRE.. Y SOLO LE DIGO ESTOY ESPERANDO QUE LA COMPREN PARA VENDERLA,
en el hospital de fuenlabrada🥰,https://www.tiktok.com/@nachter/video/7357337111676079392,2025-02-10 09:23:09+00:00,2025-02-10,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,en el hospital de fuenlabrada,🥰
Me caes Súper🤟,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 01:54:58+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Me caes Súper,🤟
"Yo cuando dono me descompenso, así es que ya no puedo hacerlo",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 20:16:40+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"Yo cuando dono me descompenso, así es que ya no puedo hacerlo",
Los del 2010 no tienen 18 años,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-18 18:28:45+00:00,2024-04-18,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Los del 2010 no tienen 18 años,
yo lo hago 4 vecesss,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-22 06:05:04+00:00,2024-04-22,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo lo hago 4 vecesss,
Que grande eres...!!!🥰🥰🥰🥰,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-19 22:41:39+00:00,2024-04-19,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Que grande eres...!!!,🥰🥰🥰🥰
wat,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 12:33:50+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,wat,
Físicamente no notas nada pero si que lo.echas de menos.,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 08:21:20+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Físicamente no notas nada pero si que lo.echas de menos.,
"🥰a donar sangre, en serio",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 21:35:25+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"a donar sangre, en serio",🥰
"Yo que quiero y no me dejan por tensión baja, lo he intentado varias veces",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-18 10:40:28+00:00,2024-04-18,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"Yo que quiero y no me dejan por tensión baja, lo he intentado varias veces",
"Si se llama donación es por algo….,",https://www.tiktok.com/@nachter/video/7357337111676079392,2025-01-02 00:21:25+00:00,2025-01-02,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"Si se llama donación es por algo….,",
Este comentario demuestra que cualquiera hoy en día usa las RRSS.... y encima votamos todos.🙄,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 04:07:33+00:00,2024-04-16,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Este comentario demuestra que cualquiera hoy en día usa las RRSS.... y encima votamos todos.,🙄
Pero tu sangre lo entregan al hospital o le venden,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 14:30:41+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Pero tu sangre lo entregan al hospital o le venden,
Yo perdi el miedo donando🤭,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 09:52:31+00:00,2024-04-14,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Yo perdi el miedo donando,🤭
No lleva mucho tiempo,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 08:10:31+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,No lleva mucho tiempo,
Yo también tengo el hígado graso y nunca me han dicho tal cosa,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 08:23:01+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Yo también tengo el hígado graso y nunca me han dicho tal cosa,
puedo por ser mujer 😐,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 14:42:48+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,puedo por ser mujer,😐
"no! directamente así me dicen, q por ser mujer no puedo donar pq pierdo sangre cada mes 😐",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 22:56:19+00:00,2024-04-16,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"no! directamente así me dicen, q por ser mujer no puedo donar pq pierdo sangre cada mes",😐
"Cuando yo dono hay muchísimas mujeres donando, no veo el problema.",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 21:02:01+00:00,2024-04-15,2,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"Cuando yo dono hay muchísimas mujeres donando, no veo el problema.",
"No duele nada, pero las únicas 2 veces que he donado (para mis papás) se me bajó horrible la presión después de la donación 😅",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 00:06:34+00:00,2024-04-15,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"No duele nada, pero las únicas 2 veces que he donado (para mis papás) se me bajó horrible la presión después de la donación",😅
yo soy donante desde hace años y la sangre es lo único que no se puede reproducir en una fabrica o laboratorio,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 13:28:22+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo soy donante desde hace años y la sangre es lo único que no se puede reproducir en una fabrica o laboratorio,
"mi madre donaba sangre, pero empezó a tener anemia y no pudo seguir",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 11:08:28+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"mi madre donaba sangre, pero empezó a tener anemia y no pudo seguir",
"muy bueno DONAR VALENCINAOS, cada donación son 3 vidas, y sobretodo los que somos universales 🙏🙏🙏 animaros.....",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 02:30:41+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"muy bueno DONAR VALENCINAOS, cada donación son 3 vidas, y sobretodo los que somos universales animaros.....",🙏🙏🙏
xD,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-05-04 21:12:23+00:00,2024-05-04,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,xD,
"bueno, es una opinión, daría un incentivo más a más gente para ir a donar",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 08:10:11+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"bueno, es una opinión, daría un incentivo más a más gente para ir a donar",
"pues a mí me dió una lipotimia importante
al menos eso pone en mi carnet
y me recomendaron no donar nunca más.
estuve bastantes minutos
eso me dijeron.
y desde entonces colaboro con cruz roja!!",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 21:33:22+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,pues a mí me dió una lipotimia importante al menos eso pone en mi carnet y me recomendaron no donar nunca más. estuve bastantes minutos eso me dijeron. y desde entonces colaboro con cruz roja!!,
♥️,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 00:33:03+00:00,2024-04-16,15,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,♥️
🥰🥰🥰🥰,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-05-08 21:29:04+00:00,2024-05-08,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,🥰🥰🥰🥰
😂😂😂👌👌,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-05-12 13:15:26+00:00,2024-05-12,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😂😂😂👌👌
yo soy donante des de los 24 años creo porque me tarde un poco para subir de peso y poder dar sangre xD y la verdad es genial cuando te mandan un mensaje diciendo tu sangre fue utilizada 😁😁,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-06-22 06:26:11+00:00,2024-06-22,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo soy donante des de los 24 años creo porque me tarde un poco para subir de peso y poder dar sangre xD y la verdad es genial cuando te mandan un mensaje diciendo tu sangre fue utilizada,😁😁
"Ami no me dejan donar por qué mi sangre es de tipo, no necesario O-",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 10:06:47+00:00,2024-04-15,1,1,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"Ami no me dejan donar por qué mi sangre es de tipo, no necesario O-",
soy donadora en mi país,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 02:18:23+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,soy donadora en mi país,
A si es pero no me gusta donar sangre 🥺,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 21:22:37+00:00,2024-04-13,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,A si es pero no me gusta donar sangre,🥺
Yo sntes donaba sangre ahora por el diabetes que me pincho no se puede 😔😔😔,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 13:24:09+00:00,2024-04-13,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Yo sntes donaba sangre ahora por el diabetes que me pincho no se puede,😔😔😔
yo tengo ese suéter,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-18 22:44:59+00:00,2024-04-18,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo tengo ese suéter,
Si soy 😂😂😂😂,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-09-26 22:54:24+00:00,2024-09-26,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Si soy,😂😂😂😂
Yo soy donante universal y voy siempre q lo ponen dnd vivo😉,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-17 16:15:01+00:00,2024-04-17,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Yo soy donante universal y voy siempre q lo ponen dnd vivo,😉
Siempre he donado. Durante la pandemia en los centros médicos me trataron como a un apestado por no vacunarme. Ahora todo son mensajes y e-mails para que vuelva a donar.,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 18:58:50+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Siempre he donado. Durante la pandemia en los centros médicos me trataron como a un apestado por no vacunarme. Ahora todo son mensajes y e-mails para que vuelva a donar.,
"Gracias a todos los que donáis sangre, mi hija es donante, mi marido y a mi nos gustaría pero no podemos. GRACIAS",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 14:19:43+00:00,2024-04-13,2,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"Gracias a todos los que donáis sangre, mi hija es donante, mi marido y a mi nos gustaría pero no podemos. GRACIAS",
😂😂😂,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 13:40:18+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😂😂😂
"Los de 2010 tienen 14 años, no pueden donar hasta que cumplan los 18 😂",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-17 16:29:08+00:00,2024-04-17,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"Los de 2010 tienen 14 años, no pueden donar hasta que cumplan los 18",😂
"yo nací en los 80 y soy re machote, hasta que aparece sangre jajaj",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-20 13:12:26+00:00,2024-04-20,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"yo nací en los 80 y soy re machote, hasta que aparece sangre jajaj",
xd yo tengo problemas con las agujas por culpa de unas idiotas ahora cada vez que veo una me paniqueo,https://www.tiktok.com/@nachter/video/7357337111676079392,2025-06-24 20:10:12+00:00,2025-06-24,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,xd yo tengo problemas con las agujas por culpa de unas idiotas ahora cada vez que veo una me paniqueo,
Soy 010 y confirmo por mi generación xd,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-22 20:20:01+00:00,2024-04-22,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Soy 010 y confirmo por mi generación xd,
EL DE 2010 NO PODRIA DONAR LEGALMENTE 😅✌💀,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 00:17:32+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,EL DE 2010 NO PODRIA DONAR LEGALMENTE,😅✌💀
😂😂😂😂,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-22 21:21:43+00:00,2024-04-22,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,,😂😂😂😂
"yo si me desmayo, pero también dono.
ya 4 veces 🤭",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 04:45:38+00:00,2024-04-16,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"yo si me desmayo, pero también dono. ya 4 veces",🤭
"ni dono,ni trasfusiones de sangre que luego pasa lo q pasa... cuando piensan q la sangre salva vidas🤦🏽🤦🏽",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-05-25 20:49:54+00:00,2024-05-25,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"ni dono,ni trasfusiones de sangre que luego pasa lo q pasa... cuando piensan q la sangre salva vidas",🤦🏽🤦🏽
i el clon?😂,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-05-19 17:57:31+00:00,2024-05-19,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,i el clon?,😂
ansieedad😅🤣,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-06-11 16:07:25+00:00,2024-06-11,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,ansieedad,😅🤣
los del 2010 no podemos donar sangre 😅,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-06-25 22:16:37+00:00,2024-06-25,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,los del 2010 no podemos donar sangre,😅
no puedo donar sangre porque soy impertenso,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-12-26 00:02:37+00:00,2024-12-26,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,no puedo donar sangre porque soy impertenso,
Los menores de edad donan sangre?,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-09-06 13:40:07+00:00,2024-09-06,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Los menores de edad donan sangre?,
Vaya triple te has tirao,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-16 13:42:33+00:00,2024-04-16,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Vaya triple te has tirao,
Que grande!!,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 12:35:22+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Que grande!!,
El del fondo con la ansiedad 😂😂😂😂😂,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 13:39:14+00:00,2024-04-13,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,El del fondo con la ansiedad,😂😂😂😂😂
cuatro veces al año?,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 18:01:53+00:00,2024-04-15,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,cuatro veces al año?,
¡Me encantó ese mensaje para concientizar a las personas!🥰👌👌👍👍,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 18:51:36+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,¡Me encantó ese mensaje para concientizar a las personas!,🥰👌👌👍👍
yo le tengo fobia jaja😭😹,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 13:55:32+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo le tengo fobia jaja,😭😹
yo tengo que distraerme con algo por que si me pinchan asi sin más se me baja lq presion 😔,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-15 21:13:29+00:00,2024-04-15,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo tengo que distraerme con algo por que si me pinchan asi sin más se me baja lq presion,😔
mil gracias 😎😉,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-13 13:23:25+00:00,2024-04-13,1,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,mil gracias,😎😉
los diabéticos podemos donar,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 15:40:54+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,los diabéticos podemos donar,
a donar mi gente,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 11:01:28+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,a donar mi gente,
"Yo soy de los 90, pero creo que soy más como los de los 80.😂",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 09:59:11+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"Yo soy de los 90, pero creo que soy más como los de los 80.",😂
yo no puedo donar sangre :c,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-21 00:06:11+00:00,2024-04-21,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo no puedo donar sangre :c,
a mi me encantaria donar pero tengo una medicación de por vida y no puedo... me da mucha rabia...,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 10:47:40+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,a mi me encantaria donar pero tengo una medicación de por vida y no puedo... me da mucha rabia...,
"eres fenomenal amigo, gracias por tu humor",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 21:54:17+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"eres fenomenal amigo, gracias por tu humor",
Yo solo pude donar un vez hasta que me diagnosticaron trastorno bipolar y no puedo por los medicamentos,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 08:50:34+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Yo solo pude donar un vez hasta que me diagnosticaron trastorno bipolar y no puedo por los medicamentos,
"Voy cada mes y dono plaquetas en la aferesis.
En 4 bolsas de sangre sacas una de plaquetas y puedes ir cada mes.",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 09:29:21+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Voy cada mes y dono plaquetas en la aferesis. En 4 bolsas de sangre sacas una de plaquetas y puedes ir cada mes.,
buena conclusión final,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 09:53:49+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,buena conclusión final,
jsjsjsj los del 2006 que este año podemos donar,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 06:18:05+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,jsjsjsj los del 2006 que este año podemos donar,
la última vez que me sacaron sangre ( era pa un laboratorio) si casi me desmayo JAJAJA,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 06:23:07+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,la última vez que me sacaron sangre ( era pa un laboratorio) si casi me desmayo JAJAJA,
Felicidades por la iniciativa. Dios te bendiga.,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 04:23:27+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Felicidades por la iniciativa. Dios te bendiga.,
si soy. done una vez y luego de donar me desvanecí. me quedé muy triste,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 03:51:10+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,si soy. done una vez y luego de donar me desvanecí. me quedé muy triste,
jajajajaj las caraa por cada geracion es un poema jajajaj,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 21:13:24+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,jajajajaj las caraa por cada geracion es un poema jajajaj,
He visto trasplantes de riñón y cirugías de emergencia sin sangre alogenica. Si un cirujano te dice que no puede operarte porque no hay tu tipo de sangre pues cambia de cirujano.,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 18:31:02+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,He visto trasplantes de riñón y cirugías de emergencia sin sangre alogenica. Si un cirujano te dice que no puede operarte porque no hay tu tipo de sangre pues cambia de cirujano.,
jajajjajajaja 💚 hermoso,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 16:43:59+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,jajajjajajaja hermoso,💚
Felicidades que buen canal,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 14:35:58+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,Felicidades que buen canal,
"no soy donante ,pero me parece que no puedo serlo",https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 13:23:50+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,"no soy donante ,pero me parece que no puedo serlo",
jajaaja amo tus videos,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 12:50:46+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,jajaaja amo tus videos,
👏👏👏👏👏👏👏 yo soy donante siempre 💪,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 12:56:20+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,yo soy donante siempre,👏👏👏👏👏👏👏 💪
que genio me encanta verte. desde bs.as. besos,https://www.tiktok.com/@nachter/video/7357337111676079392,2024-04-14 10:38:55+00:00,2024-04-14,0,0,dataset_tiktok-comments-scraper_2026-02-16_12-29-41-619.csv,tiktok,que genio me encanta verte. desde bs.as. besos,
